word,emotion,emotion-intensity-score
trepidation,anticipation,719
mystery,anticipation,711
journey,anticipation,711
kiss,anticipation,711
yearning,anticipation,711
enthusiasm,anticipation,711
ecstasy,anticipation,711
suspense,anticipation,711
rapture,anticipation,711
excitation,anticipation,703
thrill,anticipation,703
urgency,anticipation,703
tantalizing,anticipation,703
frantic,anticipation,703
prospective,anticipation,703
lottery,anticipation,703
progress,anticipation,703
hopeful,anticipation,703
destination,anticipation,703
arrival,anticipation,695
achievement,anticipation,695
hurry,anticipation,695
advance,anticipation,695
explore,anticipation,695
readiness,anticipation,695
vacation,anticipation,695
expectation,anticipation,695
liberate,anticipation,695
prediction,anticipation,695
sex,anticipation,695
approaching,anticipation,688
ecstatic,anticipation,688
allure,anticipation,688
roulette,anticipation,680
honeymoon,anticipation,680
uprising,anticipation,680
wishful,anticipation,672
celebrating,anticipation,672
holiday,anticipation,672
crescendo,anticipation,672
orgasm,anticipation,664
invitation,anticipation,664
impending,anticipation,664
winning,anticipation,664
winnings,anticipation,664
craving,anticipation,664
rescue,anticipation,664
triumph,anticipation,664
waiting,anticipation,664
courtship,anticipation,656
bridegroom,anticipation,656
gain,anticipation,656
aspiring,anticipation,656
celebration,anticipation,656
bridal,anticipation,656
jackpot,anticipation,656
reward,anticipation,656
marriage,anticipation,656
victory,anticipation,656
fortune,anticipation,656
strive,anticipation,656
aspiration,anticipation,648
prescient,anticipation,648
inheritance,anticipation,648
opportunity,anticipation,648
delivery,anticipation,648
alertness,anticipation,648
treasure,anticipation,648
tomorrow,anticipation,648
crowning,anticipation,648
intrigue,anticipation,648
rising,anticipation,648
receiving,anticipation,641
bride,anticipation,641
celebrated,anticipation,641
launch,anticipation,641
engaged,anticipation,641
possibility,anticipation,641
expedition,anticipation,641
spectacular,anticipation,641
happiness,anticipation,641
reckoning,anticipation,641
prognosis,anticipation,641
erotic,anticipation,641
revolution,anticipation,641
award,anticipation,641
anxious,anticipation,641
hype,anticipation,641
await,anticipation,633
curious,anticipation,633
vision,anticipation,633
coming,anticipation,633
birthday,anticipation,633
delight,anticipation,633
beware,anticipation,633
passionate,anticipation,633
firstborn,anticipation,633
miracle,anticipation,633
destiny,anticipation,633
passion,anticipation,633
prepare,anticipation,633
captivate,anticipation,633
graduation,anticipation,633
ominous,anticipation,633
succeed,anticipation,633
triumphant,anticipation,625
ripen,anticipation,625
retirement,anticipation,625
gift,anticipation,625
optimism,anticipation,625
foresee,anticipation,625
inspiration,anticipation,625
revival,anticipation,625
lust,anticipation,625
escape,anticipation,625
destined,anticipation,617
verge,anticipation,617
embrace,anticipation,617
foresight,anticipation,617
surprisingly,anticipation,617
enchanting,anticipation,617
risky,anticipation,617
bloom,anticipation,617
ambition,anticipation,617
simmering,anticipation,617
foreboding,anticipation,617
seductive,anticipation,609
anxiety,anticipation,609
magical,anticipation,609
bonus,anticipation,609
lookout,anticipation,609
alerts,anticipation,609
matrimony,anticipation,609
succeeding,anticipation,609
forecast,anticipation,609
applicant,anticipation,602
winner,anticipation,602
deserve,anticipation,602
foreseen,anticipation,602
inspire,anticipation,602
picnic,anticipation,602
success,anticipation,602
nervous,anticipation,602
visionary,anticipation,602
entertaining,anticipation,602
longing,anticipation,602
diagnosis,anticipation,602
revenge,anticipation,602
boomerang,anticipation,602
prophetic,anticipation,602
fulfillment,anticipation,602
intended,anticipation,602
momentum,anticipation,594
luck,anticipation,594
illuminate,anticipation,594
arrive,anticipation,594
romance,anticipation,594
preparedness,anticipation,594
result,anticipation,594
acquiring,anticipation,594
accelerate,anticipation,594
advent,anticipation,594
buzz,anticipation,594
rekindle,anticipation,594
marry,anticipation,594
predict,anticipation,589
presumption,anticipation,586
money,anticipation,586
progression,anticipation,586
endeavor,anticipation,586
investigation,anticipation,586
uplift,anticipation,586
impatient,anticipation,586
preparation,anticipation,586
gambling,anticipation,586
auspices,anticipation,586
delightful,anticipation,586
overdue,anticipation,586
raffle,anticipation,586
flirt,anticipation,586
enthusiast,anticipation,586
sequel,anticipation,586
crave,anticipation,586
seek,anticipation,586
immerse,anticipation,586
fiesta,anticipation,586
enjoying,anticipation,586
experiment,anticipation,580
completing,anticipation,578
divination,anticipation,578
thirst,anticipation,578
clamor,anticipation,578
angling,anticipation,578
precarious,anticipation,578
thriving,anticipation,578
transcendence,anticipation,578
harvest,anticipation,578
heavenly,anticipation,578
attainable,anticipation,578
remedy,anticipation,578
majestic,anticipation,578
blessing,anticipation,578
excavation,anticipation,578
enjoy,anticipation,578
prosper,anticipation,578
inviting,anticipation,578
risk,anticipation,578
healing,anticipation,578
warned,anticipation,570
gambler,anticipation,570
matchmaker,anticipation,570
ultimate,anticipation,570
magnificence,anticipation,570
finally,anticipation,570
omen,anticipation,570
sweetheart,anticipation,570
prospectively,anticipation,570
restlessness,anticipation,570
invite,anticipation,570
plan,anticipation,570
dare,anticipation,570
emancipation,anticipation,570
intimate,anticipation,570
tease,anticipation,570
zest,anticipation,570
festival,anticipation,562
immortality,anticipation,562
hypothesis,anticipation,562
predilection,anticipation,562
parade,anticipation,562
trophy,anticipation,562
expected,anticipation,562
champion,anticipation,562
exalt,anticipation,562
independence,anticipation,562
accolade,anticipation,562
fun,anticipation,562
forewarned,anticipation,562
fanfare,anticipation,562
rejoice,anticipation,562
mysterious,anticipation,562
quicken,anticipation,562
enchant,anticipation,562
lover,anticipation,562
attempt,anticipation,562
expose,anticipation,562
boisterous,anticipation,555
curiosity,anticipation,555
uneasiness,anticipation,555
speculative,anticipation,555
feeling,anticipation,555
splendor,anticipation,555
shopping,anticipation,555
salvation,anticipation,555
happy,anticipation,555
rejoicing,anticipation,555
oracle,anticipation,555
heroism,anticipation,555
fate,anticipation,555
lovely,anticipation,555
amour,anticipation,555
grasping,anticipation,555
liberty,anticipation,555
unfold,anticipation,555
grow,anticipation,555
convergence,anticipation,547
warn,anticipation,547
morrow,anticipation,547
sorcery,anticipation,547
incite,anticipation,547
bountiful,anticipation,547
recreational,anticipation,547
changeable,anticipation,547
apprehensive,anticipation,547
leisure,anticipation,547
delighted,anticipation,547
suspicious,anticipation,547
glory,anticipation,547
probability,anticipation,547
glimmer,anticipation,547
abundance,anticipation,547
pray,anticipation,547
agape,anticipation,547
vote,anticipation,547
resultant,anticipation,547
hungry,anticipation,547
monetary,anticipation,547
sensual,anticipation,539
bounty,anticipation,539
contingent,anticipation,539
hunting,anticipation,539
blessings,anticipation,539
entertainment,anticipation,539
merge,anticipation,539
ballot,anticipation,539
grandchildren,anticipation,539
tempest,anticipation,539
auction,anticipation,539
worrying,anticipation,539
inquiry,anticipation,539
vindication,anticipation,539
exceed,anticipation,539
hankering,anticipation,539
glad,anticipation,536
spirits,anticipation,531
dread,anticipation,531
forming,anticipation,531
hurried,anticipation,531
magnificent,anticipation,531
feat,anticipation,531
stealthy,anticipation,531
virginity,anticipation,531
celestial,anticipation,531
cheer,anticipation,531
betrothed,anticipation,531
deliverance,anticipation,531
raving,anticipation,531
overthrow,anticipation,531
visitor,anticipation,531
harbinger,anticipation,531
appeal,anticipation,531
responsive,anticipation,531
prevail,anticipation,523
cheery,anticipation,523
competition,anticipation,523
beaming,anticipation,523
ultimately,anticipation,523
child,anticipation,523
revive,anticipation,523
pleasant,anticipation,523
notification,anticipation,523
preparatory,anticipation,523
planning,anticipation,523
germination,anticipation,523
wait,anticipation,523
watch,anticipation,523
importance,anticipation,523
prognostic,anticipation,523
hunter,anticipation,523
explosive,anticipation,523
radiance,anticipation,523
haste,anticipation,523
prophet,anticipation,523
salary,anticipation,516
caution,anticipation,516
loom,anticipation,516
time,anticipation,516
owing,anticipation,516
chocolate,anticipation,516
uncontrollable,anticipation,516
celebrity,anticipation,516
begun,anticipation,516
sensuality,anticipation,516
precious,anticipation,516
fermentation,anticipation,516
compensate,anticipation,516
renovation,anticipation,516
present,anticipation,516
recreation,anticipation,516
treat,anticipation,516
endanger,anticipation,516
infant,anticipation,508
commemoration,anticipation,508
exigent,anticipation,508
practise,anticipation,508
transitional,anticipation,508
dreadful,anticipation,508
vigilance,anticipation,508
elevation,anticipation,508
signify,anticipation,508
perfection,anticipation,508
cultivate,anticipation,508
intermission,anticipation,508
contemplation,anticipation,508
horizon,anticipation,508
prerequisite,anticipation,508
wilderness,anticipation,508
cue,anticipation,508
develop,anticipation,508
income,anticipation,500
blindfold,anticipation,500
reconciliation,anticipation,500
litigate,anticipation,500
puppy,anticipation,500
intuitively,anticipation,500
airport,anticipation,500
unbridled,anticipation,500
sunny,anticipation,500
doomsday,anticipation,500
advocacy,anticipation,500
uphill,anticipation,500
calculation,anticipation,500
young,anticipation,500
romantic,anticipation,500
eventuality,anticipation,500
depart,anticipation,500
utopian,anticipation,500
zeal,anticipation,500
undisclosed,anticipation,500
swim,anticipation,500
favorable,anticipation,500
sneaking,anticipation,500
peril,anticipation,500
ardent,anticipation,500
horoscope,anticipation,500
invocation,anticipation,500
hero,anticipation,500
ready,anticipation,500
commemorate,anticipation,500
nascent,anticipation,500
attendance,anticipation,500
inauguration,anticipation,492
repay,anticipation,492
court,anticipation,492
restorative,anticipation,492
improvise,anticipation,492
perspective,anticipation,492
defense,anticipation,492
bless,anticipation,492
worry,anticipation,492
parole,anticipation,492
consequent,anticipation,492
youth,anticipation,492
gaping,anticipation,492
eventual,anticipation,492
undertaking,anticipation,492
heyday,anticipation,492
proceeding,anticipation,492
highest,anticipation,491
contagion,anticipation,484
auspicious,anticipation,484
tremor,anticipation,484
sharpen,anticipation,484
letter,anticipation,484
vow,anticipation,484
correspondence,anticipation,484
shortly,anticipation,484
happen,anticipation,484
duel,anticipation,484
god,anticipation,484
engulf,anticipation,484
conjure,anticipation,484
sparkle,anticipation,484
threaten,anticipation,484
generosity,anticipation,484
voluptuous,anticipation,484
unexplained,anticipation,484
princely,anticipation,484
arbitration,anticipation,477
clue,anticipation,477
recipient,anticipation,477
gravitate,anticipation,477
medal,anticipation,477
perilous,anticipation,477
accompaniment,anticipation,477
glow,anticipation,477
torture,anticipation,477
glorify,anticipation,477
submit,anticipation,477
powerful,anticipation,477
determinate,anticipation,477
unification,anticipation,477
glide,anticipation,477
enroll,anticipation,477
onset,anticipation,477
adore,anticipation,477
contemplate,anticipation,477
cherish,anticipation,477
predispose,anticipation,477
score,anticipation,477
praiseworthy,anticipation,473
sweets,anticipation,469
pry,anticipation,469
fete,anticipation,469
star,anticipation,469
motion,anticipation,469
dawn,anticipation,469
creeping,anticipation,469
precursor,anticipation,469
immediately,anticipation,469
cautious,anticipation,469
scare,anticipation,469
production,anticipation,469
cash,anticipation,469
opera,anticipation,469
unknown,anticipation,469
completion,anticipation,469
shaky,anticipation,469
starry,anticipation,469
unsurpassed,anticipation,469
successful,anticipation,469
football,anticipation,469
invoke,anticipation,469
elite,anticipation,469
hire,anticipation,469
providing,anticipation,469
excel,anticipation,461
sanctuary,anticipation,461
jeopardy,anticipation,461
shining,anticipation,461
regatta,anticipation,461
soundness,anticipation,461
mail,anticipation,461
overture,anticipation,461
synchronize,anticipation,461
pay,anticipation,461
cheerfulness,anticipation,461
friendly,anticipation,461
brilliant,anticipation,461
untold,anticipation,461
testament,anticipation,461
preliminary,anticipation,461
extricate,anticipation,461
punt,anticipation,461
plight,anticipation,461
draft,anticipation,461
commemorative,anticipation,461
alive,anticipation,461
complement,anticipation,453
sunset,anticipation,453
unexpected,anticipation,453
renovate,anticipation,453
compliment,anticipation,453
rehabilitation,anticipation,453
prologue,anticipation,453
basketball,anticipation,453
elegance,anticipation,453
infinity,anticipation,453
flinch,anticipation,453
improve,anticipation,453
supremacy,anticipation,453
career,anticipation,453
prevention,anticipation,453
perpetuity,anticipation,453
intimately,anticipation,453
inaugural,anticipation,453
perfect,anticipation,445
conjecture,anticipation,445
confidence,anticipation,445
volunteer,anticipation,445
veracity,anticipation,445
sun,anticipation,445
epidemic,anticipation,445
fain,anticipation,445
surround,anticipation,445
share,anticipation,445
sweet,anticipation,445
concealment,anticipation,445
fitting,anticipation,445
saint,anticipation,438
conservation,anticipation,438
faith,anticipation,438
prepared,anticipation,438
passenger,anticipation,438
ferment,anticipation,438
rabid,anticipation,438
respect,anticipation,438
recombination,anticipation,438
reconstruction,anticipation,438
tickle,anticipation,438
medical,anticipation,438
serial,anticipation,438
goodness,anticipation,438
plea,anticipation,438
superstitious,anticipation,438
aloha,anticipation,438
angel,anticipation,438
reconstruct,anticipation,438
devout,anticipation,438
peace,anticipation,430
tabulate,anticipation,430
install,anticipation,430
serenity,anticipation,430
strategist,anticipation,430
clap,anticipation,430
venerable,anticipation,430
perpetuate,anticipation,430
luscious,anticipation,430
unverified,anticipation,430
spa,anticipation,430
tribunal,anticipation,430
labyrinth,anticipation,430
charitable,anticipation,430
worship,anticipation,422
candid,anticipation,422
recognizable,anticipation,422
unresolved,anticipation,422
volatility,anticipation,422
forestall,anticipation,422
patience,anticipation,422
edification,anticipation,422
conspirator,anticipation,422
grin,anticipation,422
oasis,anticipation,422
vista,anticipation,422
adrift,anticipation,422
revere,anticipation,422
peaceful,anticipation,422
laughter,anticipation,422
weigh,anticipation,414
pretty,anticipation,414
detainee,anticipation,414
withstand,anticipation,414
ordination,anticipation,414
grant,anticipation,414
frisky,anticipation,414
punctual,anticipation,414
astrologer,anticipation,414
morn,anticipation,414
probation,anticipation,414
calls,anticipation,414
mediate,anticipation,414
proficiency,anticipation,414
craps,anticipation,414
ongoing,anticipation,414
thought,anticipation,414
continue,anticipation,414
sing,anticipation,411
outdo,anticipation,406
mother,anticipation,406
subscribe,anticipation,406
nurture,anticipation,406
proud,anticipation,406
comfort,anticipation,406
debenture,anticipation,406
punished,anticipation,406
long,anticipation,406
opponent,anticipation,406
banquet,anticipation,406
twinkle,anticipation,406
wizard,anticipation,406
midwife,anticipation,406
navigable,anticipation,406
confession,anticipation,406
continuation,anticipation,406
headlight,anticipation,406
